Repair_ID,Device_ID,Device_Type,Brand,Model,Serial_Number,Customer_Name,Engineer,Repair_Date,Failure_Category,Failure_Type,Root_Cause,Repair_Action,Parts_Used,Repair_Time_Hours,Repair_Cost,QC_Status,QC_Inspector,Rework,Final_Status,Warehouse,Supplier,Warranty,Customer_Satisfaction
RP000408,DV18481,Desktop,Lenovo,ThinkPad,SN-QmEQ-66502,Mrs. Katherine Simpson,Bethany Potter,2025-07-06,Display,Operating System,Maybe type successful home body.,Replace Component,Motherboard,8.46,593.9,Fail,Alex Moore,No,Cancelled,Phoenix,Kingston,No,5
RP000409,DV63011,Server,Hp,MacBook Pro,SN-BMVa-80305,Dylan Tucker,Danielle Hernandez,2025-03-04,Hardware,RAM,Cost exactly boy enjoy red project.,BIOS Update,WiFi Card,5.22,521.28,Pass,John Patton,Yes,Completed,Dallas,Samsung,No,1
RP000410,DV33474,Server,Hp,EliteBook,SN-LOOj-18923,Carlos Johnson,Tanya Simmons DDS,2025-06-17,Display,Cooling Fan,Ten herself modern.,Replace Component,SSD Drive,6.78,439.96,Fail,Veronica Walker,No,Completed,Austin,Dell Parts,No,4
RP000411,DV76164,Server,Acer,Aspire,SN-Pdth-67086,Douglas Bell,Francisco Williams,2025-10-19,Hardware,Motherboard,A produce focus.,OS Reinstallation,SSD Drive,4.14,285.92,Fail,Douglas Obrien,No,Pending,Dallas,Samsung,Yes,5
RP000412,DV96430,Desktop,Apple,MacBook Pro,SN-vthg-62475,Melanie Townsend,Isaac Patrick,2025-09-06,Software,Screen,More he practice decide himself thought.,Firmware Update,Power Supply,5.13,132.04,Fail,Patrick Martinez,No,Pending,Houston,Seagate,Yes,4
RP000413,DV44523,Workstation,Acer,ZenBook,SN-eINv-93371,John Juarez,Brittany Anderson,2025-02-22,Network,Screen,Nearly education theory table trade.,BIOS Update,RAM Module,0.77,83.84,Fail,Stephanie West,No,Cancelled,Dallas,Dell Parts,No,4
RP000414,DV22759,Server,Lenovo,MacBook Pro,SN-HGYb-16176,Donald Ponce,Tyler Brown,2025-05-01,Network,Motherboard,Scientist however range that.,Firmware Update,Motherboard,2.85,536.06,Pass,Carol Christensen,Yes,Pending,Dallas,Kingston,Yes,1
RP000415,DV80571,Laptop,Apple,ZenBook,SN-rnla-68669,Daniel Horton,Rachel Gibson,2025-08-14,Power,Cooling Fan,Else system fast environmental budget difference.,Cleaning,Power Supply,3.03,571.97,Pass,Dorothy Bowman,No,Pending,Phoenix,Kingston,Yes,4
RP000416,DV23114,Desktop,Lenovo,MacBook Pro,SN-nIha-42403,Mackenzie Compton,Travis Henson,2024-08-05,Display,Keyboard,Reveal impact particularly foot.,Software Installation,Keyboard,3.95,376.99,Fail,Robert Holloway,Yes,Cancelled,Houston,Kingston,No,1
RP000417,DV48970,Workstation,Hp,Aspire,SN-IQXX-34240,Miranda Watts,Dawn Sims,2024-12-03,Hardware,Cooling Fan,Nearly stage determine environmental ok space.,Replace Component,Cooling Fan,3.1,474.82,Fail,Brittney Hall,No,Completed,Austin,Samsung,No,5
RP000418,DV49309,Server,Hp,MacBook Pro,SN-FlDl-65271,Casey Hudson,Catherine Campbell,2025-04-26,Power,Screen,Clear concern hour part.,Cleaning,WiFi Card,6.88,460.67,Pass,Benjamin Sanchez,Yes,Cancelled,Phoenix,Intel,No,3
RP000419,DV93614,Workstation,Acer,ZenBook,SN-Mgyy-61820,Ronald Hines,Amanda Wright,2025-01-14,Hardware,Power Supply,Environment voice outside.,Software Installation,Cooling Fan,4.89,230.28,Fail,Alexandra Conner,No,Pending,Austin,Samsung,Yes,4
RP000420,DV44987,Desktop,Lenovo,ZenBook,SN-EWKC-85132,Elizabeth Mendoza,Joshua Adams,2025-09-23,Display,Battery,But stay bill father memory student.,OS Reinstallation,Motherboard,1.58,193.94,Pass,Thomas Johnson,No,Pending,Phoenix,Seagate,No,4
RP000421,DV94793,Desktop,Hp,EliteBook,SN-oRyR-66254,Samantha Rodriguez,Brian Garcia,2026-06-06,Software,Motherboard,Ground past brother type.,BIOS Update,Keyboard,6.76,181.99,Pass,Stephanie Munoz,No,Completed,Dallas,Samsung,No,5
RP000422,DV49056,Workstation,Lenovo,ZenBook,SN-lRBj-26859,Melissa Weber,Shawn Nelson,2026-05-09,Hardware,Operating System,Product usually specific represent baby able.,Component Repair,Battery,2.74,478.23,Pass,Brittany Rios,No,Pending,Dallas,Intel,Yes,3
RP000423,DV53160,Workstation,Asus,ZenBook,SN-ehKB-52677,Diana Davis,Catherine Cruz MD,2024-11-22,Software,Operating System,Loss win own PM catch.,Software Installation,Battery,1.51,210.58,Fail,Tammy Reyes,No,Pending,Austin,Seagate,Yes,4
RP000424,DV79922,Laptop,Lenovo,Aspire,SN-IIoy-87887,Miguel Rose,Roberta Robinson,2025-06-25,Power,WiFi Card,Dog able yes.,Firmware Update,Motherboard,9.65,709.58,Pass,Justin Rosario,No,Pending,Austin,Kingston,Yes,5
RP000425,DV14562,Laptop,Asus,ZenBook,SN-sDjJ-10552,Susan Sanchez,Amy Taylor,2024-09-03,Software,Screen,Help ago who.,Cleaning,Power Supply,3.44,768.86,Fail,Michael Bates,Yes,Cancelled,Houston,Western Digital,No,1
RP000426,DV61508,Server,Dell,ThinkPad,SN-jxjf-17920,Adam Guerra,Preston Harrison,2025-10-25,Network,Battery,Security recognize federal.,Component Repair,Battery,9.2,523.51,Fail,George Harrington,Yes,Pending,Dallas,Western Digital,No,4
RP000427,DV53610,Laptop,Hp,ZenBook,SN-PcMW-04120,Christopher Sanders,Travis Gibson,2025-05-07,Network,Power Supply,Try maybe remember interest.,Replace Component,Cooling Fan,4.5,596.92,Fail,William Boyd,No,Cancelled,Dallas,Samsung,Yes,4
RP000428,DV94030,Laptop,Apple,ThinkPad,SN-ozlV-23690,Lisa Jones,Karen Delgado,2026-02-24,Network,Keyboard,Still close sound position crime.,Cleaning,SSD Drive,1.55,237.2,Pass,Blake Morrison,No,Pending,Phoenix,Western Digital,Yes,3
RP000429,DV32738,Server,Lenovo,ThinkPad,SN-Igen-50342,Nicole Parker,Margaret Johnson,2024-08-09,Hardware,Operating System,Be now and worry.,BIOS Update,Battery,4.24,332.99,Pass,Mr. Brandon Parker,Yes,Completed,Houston,Samsung,No,2
RP000430,DV44312,Desktop,Dell,MacBook Pro,SN-uWzU-54683,Carl Leonard,Steven Gordon,2024-07-25,Display,Operating System,Space change onto him only system.,Cleaning,Keyboard,1.92,768.52,Pass,Christian Ford,Yes,Completed,Phoenix,Western Digital,No,1
RP000431,DV39423,Desktop,Lenovo,EliteBook,SN-GHUM-13322,Tara Peterson,Gina Ward,2025-12-17,Power,Operating System,Always require raise dream young.,Software Installation,Power Supply,8.64,500.06,Fail,Tina Bradley,Yes,Pending,Houston,Western Digital,Yes,1
RP000432,DV48036,Desktop,Acer,MacBook Pro,SN-JZYf-71024,Mr. Christopher Phillips Jr.,Heather Jones,2025-10-18,Software,Keyboard,Election list eight theory practice.,Cleaning,WiFi Card,1.31,401.66,Fail,Caleb Carroll,No,Cancelled,Houston,Dell Parts,No,4
RP000433,DV88275,Laptop,Dell,Aspire,SN-NRiC-05466,Ryan Crane,Michael Hunter,2025-10-24,Hardware,Motherboard,Theory yard amount within.,BIOS Update,Motherboard,4.97,315.73,Pass,Richard Lyons,Yes,Pending,Phoenix,Kingston,No,3
RP000434,DV27332,Laptop,Acer,ThinkPad,SN-ykKz-80214,Courtney Sawyer,Hannah Mcdonald,2024-12-18,Network,SSD,Too let beat rule true two.,Cleaning,WiFi Card,9.34,708.42,Pass,Christina Murphy,Yes,Pending,Phoenix,Intel,No,1
RP000435,DV51060,Desktop,Apple,EliteBook,SN-SVEh-55973,Andrew Moore,Mark Flores,2026-05-29,Network,Operating System,Write similar artist.,BIOS Update,Keyboard,6.32,621.17,Fail,Rachel Irwin,No,Pending,Houston,Kingston,No,2
RP000436,DV82833,Workstation,Dell,ThinkPad,SN-rqOl-30306,Benjamin Sullivan,Michael Savage,2024-09-08,Software,Motherboard,Degree throw contain approach time investment.,Software Installation,Battery,0.84,245.17,Fail,Elizabeth Gonzalez,No,Completed,Phoenix,Samsung,No,3
RP000437,DV83512,Workstation,Apple,Latitude,SN-SBwS-67782,Samantha Hoffman,Christina Sharp,2025-03-04,Software,RAM,Pattern food worry voice sea say.,BIOS Update,SSD Drive,2.44,263.09,Pass,Chris Ellis,No,Cancelled,Houston,Seagate,Yes,5
RP000438,DV84814,Workstation,Dell,ThinkPad,SN-qHUa-27516,Terri Mathews DDS,Laura Johnson,2026-01-10,Power,RAM,Information national coach help.,BIOS Update,RAM Module,3.2,786.0,Pass,Tristan Bonilla,No,Pending,Dallas,Kingston,Yes,1
RP000439,DV20625,Workstation,Apple,ZenBook,SN-ttGh-90550,Mariah Bryant,Harold Daniels,2025-03-29,Network,Cooling Fan,Wind from unit learn health need.,Firmware Update,RAM Module,3.63,82.89,Fail,Jeffrey Mitchell,No,Cancelled,Houston,Intel,Yes,3
RP000440,DV52358,Laptop,Acer,Aspire,SN-ZgfP-64911,Timothy Garcia,Loretta Gardner,2026-05-18,Power,RAM,Me south property system deep.,OS Reinstallation,Keyboard,2.19,773.79,Fail,Kristen Wilson,Yes,Completed,Houston,Intel,No,4
RP000441,DV47347,Desktop,Dell,EliteBook,SN-PTYV-71576,Todd Casey,Debra Hopkins,2024-09-19,Power,Operating System,Stuff somebody increase drop.,Firmware Update,Keyboard,9.09,502.64,Fail,Jennifer Smith,Yes,Pending,Houston,Western Digital,No,4
RP000442,DV72447,Workstation,Dell,MacBook Pro,SN-vkKB-25895,William Lee,Sandra Solis,2025-10-12,Network,Cooling Fan,Investment vote hospital road idea fish.,Software Installation,Power Supply,6.49,119.71,Fail,David Mckinney,No,Cancelled,Houston,Dell Parts,Yes,4
RP000443,DV79111,Laptop,Lenovo,MacBook Pro,SN-WOqJ-28196,Frank Davis,Adam Carrillo,2024-10-07,Power,RAM,Agreement remain turn.,Component Repair,WiFi Card,3.35,788.14,Fail,James Newton,Yes,Cancelled,Phoenix,Kingston,Yes,5
RP000444,DV20031,Laptop,Acer,MacBook Pro,SN-Potm-27523,Danielle Deleon,Patricia Hopkins,2026-05-28,Power,RAM,Bar century age world.,OS Reinstallation,Keyboard,3.88,489.18,Pass,Ashley Ho,Yes,Cancelled,Phoenix,Intel,Yes,4
RP000445,DV15932,Workstation,Asus,EliteBook,SN-lfeF-11244,Susan Clark,Robert Gutierrez,2026-04-19,Network,Cooling Fan,Where baby reach heart finish traditional.,Firmware Update,WiFi Card,7.69,387.46,Fail,Catherine Smith,No,Completed,Houston,Intel,Yes,5
RP000446,DV43989,Laptop,Apple,Aspire,SN-vwEN-29901,Abigail Boyd,Bryan Obrien,2024-08-23,Hardware,Motherboard,Age memory charge term boy describe.,OS Reinstallation,SSD Drive,0.63,541.85,Fail,Daniel Luna,No,Cancelled,Phoenix,Kingston,No,4
RP000447,DV49669,Desktop,Hp,Latitude,SN-fwTJ-24473,Julie Lamb,Travis Nielsen,2026-04-15,Software,RAM,Common reach thought exactly.,Component Repair,RAM Module,7.11,191.17,Pass,Kevin Miranda,Yes,Pending,Houston,Dell Parts,Yes,4
RP000448,DV92058,Desktop,Dell,EliteBook,SN-CBMV-42376,Fernando Rodriguez,Curtis Gomez,2025-01-08,Power,SSD,Standard last threat when education important page.,OS Reinstallation,Power Supply,0.71,174.58,Pass,Tiffany Moreno,No,Pending,Phoenix,Samsung,No,5
RP000449,DV41801,Server,Acer,MacBook Pro,SN-BYlw-60125,Daniel Watson,Ernest Smith,2025-12-19,Hardware,Keyboard,Response degree nothing.,Replace Component,SSD Drive,6.49,584.82,Fail,David Jones,No,Cancelled,Austin,Samsung,No,4
RP000450,DV73714,Workstation,Hp,ZenBook,SN-gJrT-49383,Sophia Heath,Steven Fisher,2025-02-03,Hardware,Power Supply,Fish floor culture sort material.,Replace Component,Power Supply,5.98,464.94,Fail,Jennifer Martinez MD,No,Pending,Dallas,Western Digital,No,4
RP000451,DV67177,Desktop,Lenovo,ZenBook,SN-bsbP-59639,Laura Smith,Carlos Rasmussen,2026-06-22,Software,WiFi Card,Time truth although.,BIOS Update,WiFi Card,2.7,214.78,Fail,Andrea Davis,No,Completed,Austin,Dell Parts,No,4
RP000452,DV98225,Server,Apple,ThinkPad,SN-zfJX-64455,Logan Long,Jordan Allison,2024-09-13,Display,Battery,Successful visit bill.,BIOS Update,SSD Drive,6.84,146.82,Pass,Roger Taylor,Yes,Cancelled,Phoenix,Samsung,No,4
RP000453,DV49800,Desktop,Acer,Latitude,SN-mUZx-56321,Kimberly Smith,Amy Ware,2025-11-15,Hardware,Keyboard,Book water avoid.,BIOS Update,Cooling Fan,6.93,181.04,Pass,Lonnie Burnett,Yes,Pending,Phoenix,Samsung,Yes,1
RP000454,DV83660,Workstation,Lenovo,EliteBook,SN-hiuj-42297,Stacy Church,Jeremy Martinez,2025-11-26,Network,Motherboard,Drive long majority exactly significant lot.,Component Repair,Keyboard,9.02,690.06,Pass,Ralph Dawson,Yes,Pending,Phoenix,Samsung,Yes,5
RP000455,DV89908,Laptop,Acer,Latitude,SN-eFdn-58331,Daniel Cardenas,Brian Clark,2026-03-31,Software,RAM,Seven method finish want remain pretty.,Component Repair,Motherboard,9.15,167.77,Fail,Ashley Anderson,No,Cancelled,Phoenix,Dell Parts,Yes,2
RP000456,DV94815,Server,Hp,Latitude,SN-mXzm-56798,Jay Parks,Laura Garcia,2025-07-06,Software,WiFi Card,Then seat drive thus cost.,OS Reinstallation,RAM Module,2.83,656.86,Fail,Matthew Chavez,No,Cancelled,Houston,Samsung,No,3
RP000457,DV64396,Desktop,Hp,Aspire,SN-Bnjz-41815,Katie Brown,Brent Wong,2025-07-09,Power,Battery,Create country computer every parent.,Software Installation,Power Supply,4.43,356.98,Fail,Ashley Williams,No,Completed,Phoenix,Intel,Yes,5
RP000458,DV19120,Server,Lenovo,MacBook Pro,SN-cKrp-31310,Brian Perez,Michelle Myers,2026-04-18,Software,Operating System,Detail station reality.,Replace Component,Power Supply,7.71,545.13,Pass,Christopher Harris DDS,Yes,Cancelled,Austin,Western Digital,No,5
RP000459,DV49888,Server,Dell,EliteBook,SN-GSNE-94012,Sarah Watts,Michael Jackson,2025-08-26,Display,Cooling Fan,Tonight center actually listen free.,Software Installation,Power Supply,4.74,203.85,Fail,Dennis Jones,No,Cancelled,Phoenix,Intel,No,1
RP000460,DV14845,Server,Apple,ZenBook,SN-aFpE-09579,Robert Bradley,Sara Fox MD,2025-01-09,Software,Power Supply,Simple beyond sound.,Cleaning,Keyboard,2.53,433.75,Fail,John Bell,No,Cancelled,Houston,Samsung,Yes,5
RP000461,DV87660,Desktop,Lenovo,ZenBook,SN-Dawt-84745,Stephanie Hampton,Stephanie Larson,2025-10-22,Power,Power Supply,Establish mind policy.,Replace Component,RAM Module,8.5,244.82,Fail,Jason Robinson,Yes,Completed,Dallas,Western Digital,No,5
RP000462,DV10683,Server,Hp,ZenBook,SN-KVSB-25703,Patrick Lee,Margaret Sheppard,2025-04-05,Display,Cooling Fan,Quickly tonight last when money enter quickly.,Firmware Update,Motherboard,3.83,263.4,Pass,Jeanne Butler,No,Cancelled,Houston,Samsung,No,5
RP000463,DV86332,Server,Apple,Latitude,SN-HSvN-44309,Robert Knight,Hannah Rodriguez,2025-12-28,Software,Operating System,Material rate letter.,Component Repair,Power Supply,1.28,96.65,Pass,Vincent Hanson,No,Completed,Phoenix,Samsung,No,5
RP000464,DV62789,Workstation,Lenovo,Aspire,SN-ZsaD-24741,Douglas Watkins,Eric Jordan,2024-11-18,Power,Operating System,Anyone case these.,OS Reinstallation,WiFi Card,7.45,362.69,Pass,Kathryn Mullen,Yes,Cancelled,Houston,Western Digital,No,2
RP000465,DV77264,Laptop,Asus,ThinkPad,SN-UmBL-82142,Donna Johnson,Danielle Gregory,2025-01-18,Power,WiFi Card,Institution whom better end few.,Replace Component,Battery,9.47,327.0,Pass,Justin Shelton,No,Completed,Dallas,Kingston,No,1
RP000466,DV78521,Laptop,Lenovo,EliteBook,SN-iAJm-59234,Bradley Knight,Kimberly Bennett,2026-02-07,Network,Screen,Benefit money reason mean rate.,BIOS Update,WiFi Card,0.77,157.15,Fail,Hector Owens,Yes,Pending,Austin,Intel,Yes,4
RP000467,DV10273,Server,Dell,Latitude,SN-XAfW-67080,Terry Buchanan,Jacqueline Oliver,2026-03-10,Power,WiFi Card,There apply suddenly call prove leg.,Cleaning,Keyboard,5.87,725.22,Fail,Kelly Combs,No,Cancelled,Houston,Intel,No,4
RP000468,DV97453,Desktop,Asus,EliteBook,SN-MgsK-10415,Mr. Antonio Yang,Nancy Brown,2025-04-10,Hardware,Cooling Fan,Might no whose carry.,Firmware Update,Power Supply,4.18,725.18,Fail,Margaret Moore,Yes,Cancelled,Phoenix,Dell Parts,No,1
RP000469,DV31707,Laptop,Acer,ZenBook,SN-heaj-40793,Barbara Davis,John Wall,2024-07-19,Network,Power Supply,Hospital unit feel low contain.,Firmware Update,SSD Drive,6.62,113.86,Pass,Ryan Green,Yes,Pending,Dallas,Samsung,Yes,1
RP000470,DV46039,Desktop,Asus,Aspire,SN-jObl-97916,Patrick Allen,Melissa Gonzalez,2025-12-15,Power,RAM,Face property where manage property hospital.,Component Repair,Cooling Fan,4.32,83.74,Pass,Ashley Butler,No,Pending,Houston,Western Digital,Yes,5
RP000471,DV51599,Server,Dell,Latitude,SN-hKya-62047,Amanda Santos,Jill Odonnell,2025-06-17,Hardware,Power Supply,While life rich everybody word.,Software Installation,Keyboard,1.87,241.67,Pass,Scott Gordon,Yes,Pending,Phoenix,Dell Parts,Yes,1
RP000472,DV90540,Desktop,Dell,ZenBook,SN-lPjw-58681,Kristine Stevens,Brenda Glover,2025-08-14,Hardware,Screen,Type attention stuff low.,OS Reinstallation,SSD Drive,3.54,359.62,Fail,Lisa White,No,Pending,Dallas,Samsung,Yes,2
RP000473,DV88250,Desktop,Apple,Aspire,SN-LLwL-88425,Jennifer Williams,Caitlin Davis,2024-11-20,Display,Operating System,Material quickly food.,Replace Component,Keyboard,1.08,398.62,Fail,Raymond Stark,Yes,Pending,Dallas,Western Digital,Yes,1
RP000474,DV45279,Laptop,Hp,Aspire,SN-edNq-31266,Ryan Jones,Lisa Pittman,2024-12-23,Software,Screen,Fly recognize help writer.,Cleaning,Power Supply,4.74,684.71,Pass,Christina King,Yes,Pending,Houston,Intel,No,5
RP000475,DV69210,Laptop,Apple,Aspire,SN-BHZY-74332,Kevin Soto,Christina Patrick,2026-06-01,Network,SSD,Growth impact national.,Replace Component,RAM Module,9.37,411.64,Fail,Cody Blair,No,Pending,Houston,Seagate,No,1
RP000476,DV31157,Laptop,Lenovo,Latitude,SN-EGww-87339,Kristin Taylor,Jeffrey Bennett,2025-01-13,Power,RAM,Notice camera military.,Component Repair,Battery,7.39,799.12,Fail,Jonathan Williams,Yes,Cancelled,Austin,Dell Parts,No,3
RP000477,DV69338,Desktop,Asus,EliteBook,SN-qyTw-85034,Seth Donaldson,Kenneth Castaneda,2025-10-07,Network,Battery,Matter human arm recently book likely.,OS Reinstallation,Cooling Fan,0.65,568.88,Pass,Deborah Johnson,No,Completed,Dallas,Dell Parts,Yes,4
RP000478,DV82848,Workstation,Apple,Aspire,SN-Wdin-56435,Morgan Glass,Sherry Young,2024-07-30,Hardware,RAM,South nor particular.,Cleaning,RAM Module,8.98,662.04,Fail,Rhonda Reed,Yes,Pending,Phoenix,Seagate,No,4
RP000479,DV33224,Laptop,Dell,MacBook Pro,SN-JEir-16991,Ashley Crawford,Gregory Woods,2024-07-30,Network,Battery,Again area similar specific.,OS Reinstallation,RAM Module,2.6,64.84,Fail,Shannon Fleming,No,Completed,Dallas,Seagate,No,2
RP000480,DV40704,Server,Dell,EliteBook,SN-XySi-08706,Jeffery Taylor,Steven Haas,2025-02-23,Power,Cooling Fan,Goal gas truth draw begin.,Software Installation,RAM Module,2.36,665.84,Fail,Jason Goodwin,Yes,Pending,Phoenix,Intel,Yes,5
RP000481,DV98103,Desktop,Dell,Aspire,SN-dedi-89003,Douglas Edwards,Stephanie Bolton,2024-08-14,Software,RAM,Paper long business.,Software Installation,Keyboard,9.37,691.61,Fail,David Stephens,Yes,Cancelled,Dallas,Dell Parts,No,5
RP000482,DV69497,Workstation,Asus,ZenBook,SN-xXJs-75374,Dana Orozco,Joshua Garcia,2026-07-11,Hardware,Keyboard,Too relationship perform evidence data.,OS Reinstallation,Power Supply,3.1,560.13,Fail,William Hall,No,Pending,Dallas,Dell Parts,Yes,1
RP000483,DV46429,Workstation,Lenovo,Latitude,SN-cpSC-83152,Jordan Wilson,Mr. Donald Cruz PhD,2025-05-09,Power,Battery,Arrive take himself.,BIOS Update,SSD Drive,8.86,655.75,Pass,James Wallace,No,Completed,Houston,Intel,Yes,3
RP000484,DV50737,Laptop,Dell,MacBook Pro,SN-IdQt-33626,Phillip Pineda,Nicole Rogers,2026-05-10,Power,Motherboard,Special opportunity serious game.,Cleaning,Cooling Fan,8.48,235.37,Fail,Jessica Patterson,Yes,Pending,Dallas,Kingston,Yes,1
RP000485,DV88638,Workstation,Dell,ZenBook,SN-IDBK-01864,Patricia Green,Julie Riddle,2024-10-17,Power,Cooling Fan,Car address son week.,Replace Component,SSD Drive,9.76,737.54,Fail,David Daniels,No,Cancelled,Dallas,Intel,Yes,4
RP000486,DV17181,Workstation,Dell,Latitude,SN-rxrQ-59609,Matthew Ingram,Eric Guerrero,2025-09-08,Hardware,Power Supply,Summer kitchen admit across.,Replace Component,Keyboard,8.57,351.26,Fail,Ian Little,Yes,Cancelled,Dallas,Western Digital,No,4
RP000487,DV66112,Laptop,Lenovo,ZenBook,SN-frNJ-83609,Austin White,Desiree Booth,2024-10-16,Hardware,WiFi Card,Dinner company that.,Cleaning,Cooling Fan,6.08,131.0,Pass,Crystal Pena,Yes,Cancelled,Houston,Seagate,Yes,5
RP000488,DV43591,Workstation,Apple,ZenBook,SN-cJTo-28795,Miguel Green,Michael Mathews,2025-07-15,Display,WiFi Card,Music and doctor board medical.,Software Installation,Motherboard,1.81,83.05,Pass,Billy Harris,No,Cancelled,Phoenix,Seagate,No,3
RP000489,DV86502,Desktop,Hp,MacBook Pro,SN-sjbu-95616,Heather Hester,Jade Dunlap,2025-01-05,Network,Cooling Fan,Perform civil and us.,BIOS Update,Keyboard,4.0,56.06,Pass,Allison Lynch,Yes,Completed,Dallas,Western Digital,No,2
RP000490,DV36263,Desktop,Dell,EliteBook,SN-nyLc-58895,Brittany Farmer,Tina Benjamin,2024-09-26,Software,WiFi Card,Not young piece safe.,Firmware Update,WiFi Card,6.2,298.36,Fail,Barbara Johns,No,Pending,Austin,Intel,Yes,4
RP000491,DV15530,Desktop,Dell,ZenBook,SN-Curm-09788,Eileen Sanchez,Randall Cox,2025-02-21,Software,Battery,Fire win realize knowledge whatever.,OS Reinstallation,Motherboard,2.77,600.94,Fail,Bobby Castro,No,Completed,Phoenix,Intel,Yes,3
RP000492,DV11296,Server,Dell,Aspire,SN-CYAo-15793,Samantha Martinez,Paula Russell,2026-04-29,Hardware,SSD,Program painting somebody game brother impact.,BIOS Update,WiFi Card,2.35,489.26,Fail,Brittany Snyder,Yes,Completed,Houston,Intel,No,2
RP000493,DV38697,Desktop,Lenovo,Aspire,SN-hAqW-32702,Tara Newton,Andrew Reynolds,2025-10-18,Software,SSD,Wrong car term truth.,Software Installation,RAM Module,2.17,246.34,Pass,Heather Morales,Yes,Cancelled,Houston,Western Digital,Yes,3
RP000494,DV37556,Workstation,Hp,EliteBook,SN-vLMN-83415,Nathan Jones,Tiffany Lozano,2025-09-04,Network,SSD,Last strong eye local care contain she.,Cleaning,Power Supply,8.84,99.03,Pass,Taylor Miller,Yes,Completed,Houston,Seagate,No,3
RP000495,DV51674,Workstation,Asus,ThinkPad,SN-yuCl-09957,Leah Duffy,Edward Peterson,2024-11-07,Hardware,Cooling Fan,Military modern meet up expect himself.,Cleaning,Motherboard,8.62,270.64,Pass,Tiffany Williams,No,Completed,Dallas,Dell Parts,No,2
RP000496,DV76619,Workstation,Hp,ZenBook,SN-Nugw-36849,Bryan Hill,Stephen Roberts,2024-11-22,Hardware,WiFi Card,Writer send under project.,Component Repair,SSD Drive,2.09,341.09,Fail,Daniel Roberson,No,Cancelled,Phoenix,Intel,No,3
RP000497,DV78875,Workstation,Asus,MacBook Pro,SN-IZma-20908,Rodney Wood IV,Jessica Wallace,2024-08-01,Power,Screen,Store far body.,Cleaning,Power Supply,6.56,642.97,Pass,Sarah Wallace,Yes,Completed,Houston,Western Digital,Yes,4
RP000498,DV38651,Workstation,Apple,Aspire,SN-rUQh-67412,Regina Garner,Benjamin Moore,2025-09-03,Software,Keyboard,Everybody piece mention since religious.,BIOS Update,SSD Drive,1.78,113.02,Fail,Tim Hamilton,No,Completed,Dallas,Western Digital,No,4
RP000499,DV69133,Workstation,Apple,EliteBook,SN-OOap-85380,James Hahn,Deborah Hernandez,2025-03-22,Power,Keyboard,Safe executive cup then.,BIOS Update,Power Supply,0.73,381.27,Fail,Shannon Curry,Yes,Pending,Dallas,Kingston,Yes,3
RP000500,DV39850,Laptop,Dell,EliteBook,SN-NnTl-06178,Michael Austin,Cynthia Bailey,2026-04-04,Hardware,Power Supply,Prevent conference feel discussion factor machine.,Software Installation,Cooling Fan,2.37,296.93,Fail,Jenna Howard,No,Completed,Houston,Dell Parts,No,1
